Surface,Substrate,Adsorbate,Substrate Mass,NN,mindistance,NN2,Adsorbate mass,cos(alpha),sin(alpha),Mr,Zfrequency,frequency_corrected,Energy,Surface_Energy,Eads
110,Ir,N,192.22,2,1.863465781,2,14.0067,0.464422299,0.885613871,12.38069162,486.045749,516.9786516,-507.84088,-499.827,-4.8420722
110,Mo,N,95.94,3,1.98423759,1,14.0067,0.560528862,0.828134889,12.19529406,560.96703,601.186351,-669.50628,-659.8486,-6.4858722
110,Ni,N,58.6934,2,1.723966279,2,14.0067,0.434584988,0.900630828,9.612775126,393.907761,475.4863562,-309.1362,-301.45531,-4.5090822
110,Pd,N,106.42,2,1.853856876,2,14.0067,0.400712138,0.916204007,10.83150135,369.051617,419.6726786,-303.80129,-296.80451,-3.8249722
110,Pt,N,195.08,2,1.86515081,2,14.0067,0.492545111,0.870286914,12.43837581,501.465411,532.1414135,-360.68706,-353.2625,-4.2527522
110,Rh,N,102.9055,2,1.810080698,2,14.0067,0.412649467,0.910889904,10.8373007,442.481821,503.040306,-415.13711,-407.15308,-4.8122222
110,V,N,50.9415,3,1.873559063,1,14.0067,0.519699134,0.854349349,10.60178367,534.74124,614.641844,-556.94182,-546.58636,-7.1836522
110,W,N,183.85,3,1.996768028,1,14.0067,0.566775208,0.82387248,13.0192126,574.603881,595.9970485,-799.22569,-789.2681,-6.7857822
111,Ag,N,107.868,3,2.102336286,3,14.0067,0.531643456,0.846968261,12.24223651,356.886019,381.7394694,-173.81689,-168.80985,-1.8352322
111,Al,N,26.98154,3,1.853985969,3,14.0067,0.39959809,0.916690442,7.048566772,402.857637,567.8963866,-234.39268,-225.00988,-6.2109922
111,Au,N,196.9665,3,2.060680028,3,14.0067,0.446804392,0.894631676,12.63084564,352.534674,371.2389525,-216.95165,-211.42435,-2.3554922
111,Cu,N,63.546,3,1.855861035,3,14.0067,0.559713839,0.828685959,11.46517527,469.94141,519.4231239,-234.92412,-228.4102,-3.3421122
111,Ir,N,192.22,3,1.984918882,3,14.0067,0.592232532,0.805767106,13.13762177,561.336599,579.6060302,-550.70799,-542.65627,-4.8799122
111,Ni,N,58.6934,3,1.764020313,3,14.0067,0.562496686,0.826799539,11.29682626,560.319759,623.9152863,-332.72154,-324.5079,-5.0418322
111,Pd,N,106.42,3,1.902366525,3,14.0067,0.498449988,0.866918456,12.00772129,477.44868,515.6610291,-326.94954,-319.10613,-4.6716022
111,Pt,N,195.08,3,1.960236372,3,14.0067,0.512165817,0.858886591,12.89774629,483.014173,503.3509271,-390.83951,-383.1712,-4.4965022
111,Rh,N,102.9055,3,1.914885434,3,14.0067,0.562791501,0.826598891,12.32201285,520.744114,555.2025531,-447.03805,-438.77157,-5.0946722
100,Ag,OHH,107.868,4,3.176715634,1,18.01528,0.750543769,0.66082074,16.83249869,124.290716,128.5833995,-179.4893,-165.15468,-0.174368
100,Al,OHH,26.98154,2,3.482993081,2,18.01528,0.91264371,0.408755988,13.1332789,22.270631,26.08353485,-235.38706,-221.15238,-0.074428
100,Au,OHH,196.9665,2,3.216755032,2,18.01528,0.883621128,0.46820263,17.07769951,99.9146,102.6206541,-220.74704,-206.45846,-0.128328
100,Cr,OHH,51.996,4,3.27525142,1,18.01528,0.794140843,0.607733758,16.03309689,94.057798,99.70262826,-561.29933,-546.50606,-0.633018
100,Cu,OHH,63.546,4,3.168963192,1,18.01528,0.822708885,0.568462919,16.38357129,53.91165,56.53258501,-237.60555,-223.2886,-0.156698
100,Ir,OHH,192.22,2,3.20153287,2,18.01528,0.903688971,0.428189496,17.10966923,75.118071,77.08042993,-540.60427,-526.30636,-0.137658
100,Mo,OHH,95.94,2,3.128485151,2,18.01528,0.814364522,0.580353707,16.09699936,105.606806,111.7223218,-644.83268,-630.21417,-0.458258
100,Ni,OHH,58.6934,4,3.470001777,1,18.01528,0.863225037,0.504819309,16.40923898,53.920258,56.49737238,-331.79909,-317.50829,-0.130548
100,Pd,OHH,106.42,4,3.129597323,1,18.01528,0.777824369,0.628481703,16.89230262,119.953661,123.876689,-327.66017,-313.27311,-0.226808
100,Pt,OHH,195.08,2,3.17718596,2,18.01528,0.89710216,0.441823171,17.10236012,102.809621,105.5179252,-387.4881,-373.149,-0.178848
100,Rh,OHH,102.9055,4,3.286228483,1,18.01528,0.814749974,0.579812452,16.95476079,87.166451,89.8512325,-442.2764,-427.9503,-0.165848
100,V,OHH,50.9415,4,3.07696421,1,18.01528,0.764943716,0.644097129,15.84756795,64.22467,68.47642495,-541.12823,-526.72592,-0.242058
100,W,OHH,183.85,2,2.948501361,2,18.01528,0.831297496,0.555827737,16.9763107,95.896452,98.78736239,-763.01447,-748.07192,-0.782298
110,Ag,OHH,107.868,2,3.211052543,2,18.01528,0.759288236,0.650754466,16.26192233,91.169964,95.95914072,-167.76721,-153.48222,-0.124738
110,Al,OHH,26.98154,2,3.364974841,2,18.01528,0.805903482,0.592046939,12.94917122,67.070566,79.11001973,-227.87839,-213.62586,-0.092278
110,Au,OHH,196.9665,2,3.24721766,2,18.01528,0.774418913,0.632673176,17.033587,24.103201,24.78803919,-207.85419,-193.5769,-0.117038
110,Cr,OHH,51.996,3,0.981362643,1,18.01528,0.257438825,0.966294599,6.733976452,0,0,-580.18092,-565.39807,-0.622598
110,Cu,OHH,63.546,2,3.231574322,2,18.01528,0.833383135,0.552695712,15.58227714,53.570151,57.6007206,-223.88189,-209.59645,-0.125188
110,Fe,OHH,55.847,3,3.195447551,1,18.01528,0.890782134,0.454430622,15.92647286,85.260363,90.67924233,-499.62465,-490.29765,4.833252
110,Ir,OHH,192.22,2,3.353325662,2,18.01528,0.819871941,0.572546942,17.12127292,93.775382,96.19252507,-514.11531,-499.827,-0.128058
110,Mo,OHH,95.94,3,2.351330541,1,18.01528,0.999747648,0.022464219,16.95752126,237.639685,244.9391978,-674.62028,-659.8486,-0.611428
110,Ni,OHH,58.6934,2,3.105932182,2,18.01528,0.827962713,0.560783153,15.39720042,91.591409,99.07278395,-315.74101,-301.45531,-0.125448
110,Pd,OHH,106.42,2,3.088841664,2,18.01528,0.773661727,0.633598873,16.26707998,77.144894,81.18445767,-311.1357,-296.80451,-0.170938
110,Pt,OHH,195.08,2,3.153514282,2,18.01528,0.780998463,0.624532946,17.05339986,98.29396,101.0280226,-367.60704,-353.2625,-0.184288
110,Rh,OHH,102.9055,2,3.220449669,2,18.01528,0.80890144,0.587944266,16.36315303,72.190261,75.74703265,-421.44111,-407.15308,-0.127778
110,V,OHH,50.9415,3,2.211371993,1,18.01528,0.983046751,0.183355082,16.0632084,238.296404,252.3607736,-561.40597,-546.58636,-0.659358
110,W,OHH,183.85,3,2.320652129,1,18.01528,0.998437305,0.055883337,17.44574098,254.755395,258.8804102,-804.13814,-789.2681,-0.709788
111,Ag,OHH,107.868,3,2.806763892,3,18.01528,0.967735956,0.251966503,17.02312134,123.72827,127.2828384,-183.25229,-168.80985,-0.282188
111,Al,OHH,26.98154,3,2.208269548,3,18.01528,0.99790974,0.064623141,14.74391568,171.302178,189.3550856,-239.48158,-225.00988,-0.311448
111,Au,OHH,196.9665,3,2.967602007,3,18.01528,0.943690153,0.330830615,17.43366777,116.320046,118.2444297,-225.86568,-211.42435,-0.281078
111,Cu,OHH,63.546,3,2.440099925,3,18.01528,0.98191113,0.189342371,16.43404369,136.97334,143.4116179,-242.9517,-228.4102,-0.381248
111,Ir,OHH,192.22,3,2.391516866,3,18.01528,0.999368681,0.03552802,17.47562187,183.098135,185.9037325,-557.26904,-542.65627,-0.452518
111,Ni,OHH,58.6934,3,2.225018335,3,18.01528,0.995524666,0.094502061,16.34945073,185.023746,194.2210932,-339.14194,-324.5079,-0.473788
111,Pd,OHH,106.42,3,2.552649353,3,18.01528,0.982982261,0.183700504,17.03626198,131.047219,134.7600497,-333.66564,-319.10613,-0.399258
111,Pt,OHH,195.08,3,2.598725225,3,18.01528,0.991444984,0.130525261,17.47668697,121.679251,123.5399673,-397.73404,-383.1712,-0.402588
111,Rh,OHH,102.9055,3,2.382760602,3,18.01528,0.997833024,0.065797086,17.0300903,177.211026,182.2647872,-453.37009,-438.77157,-0.438268
100,Ag,OH,107.868,4,2.478848441,1,17.00734,0.487022302,0.873389533,14.87312925,226.030403,241.7040237,-175.63416,-165.15468,-2.7482328
100,Al,OH,26.98154,2,1.910241005,2,17.00734,0.631400226,0.775457126,9.708537635,387.095892,512.3418713,-232.94506,-221.15238,-4.0614328
100,Au,OH,196.9665,2,2.182805367,2,17.00734,0.586975124,0.809604967,15.26256083,300.963269,317.7005659,-216.22447,-206.45846,-2.0347628
100,Cr,OH,51.996,4,2.171715072,1,17.00734,0.57707537,0.816690895,14.07503018,376.296507,413.6411306,-552.78215,-546.50606,1.4551572
100,Cu,OH,63.546,4,2.176629141,1,17.00734,0.53267803,0.846317976,14.03771431,307.143623,338.0737882,-234.05168,-223.2886,-3.0318328
100,Ir,OH,192.22,2,2.073230974,2,17.00734,0.705616731,0.708593698,15.6903237,433.111842,450.9229125,-536.8937,-526.30636,-2.8560928
100,Mo,OH,95.94,2,2.109733508,2,17.00734,0.734476424,0.678634204,14.74482109,452.204137,485.6607145,-642.38682,-630.21417,-4.4414028
100,Ni,OH,58.6934,4,2.12115606,1,17.00734,0.535997276,0.844219711,13.88250019,321.671112,356.0380496,-328.58123,-317.50829,-3.3416928
100,Pd,OH,106.42,4,2.354326352,1,17.00734,0.502094523,0.864812748,14.96718302,271.168842,289.0599671,-323.55162,-313.27311,-2.5472628
100,Pt,OH,195.08,2,2.086175832,2,17.00734,0.641964564,0.766734308,15.4827548,381.775235,400.1306616,-383.355,-373.149,-2.4747528
100,Rh,OH,102.9055,4,2.322060729,1,17.00734,0.546657363,0.837356392,15.15249937,305.527345,323.687662,-438.6164,-427.9503,-2.9348528
100,V,OH,50.9415,4,2.231915933,1,17.00734,0.545311688,0.838233358,13.70255175,349.660865,389.5511574,-539.52212,-526.72592,-5.0649528
100,W,OH,183.85,2,2.105586313,2,17.00734,0.722328247,0.691550362,15.71272004,480.980903,500.4035062,-761.1198,-748.07192,-5.3166328
110,Ag,OH,107.868,2,2.300942047,2,17.00734,0.466701233,0.884415038,13.92921888,233.268679,257.7574613,-163.79206,-153.48222,-2.5785928
110,Al,OH,26.98154,2,1.940982841,2,17.00734,0.612749191,0.790277438,9.590952219,377.446496,502.623432,-225.16337,-213.62586,-3.8062628
110,Au,OH,196.9665,2,2.224240806,2,17.00734,0.540021146,0.841651449,15.20617343,286.44055,302.9303078,-203.44945,-193.5769,-2.1413028
110,Cr,OH,51.996,3,2.02762279,1,17.00734,0.655966981,0.754789586,13.66722831,434.1033,484.2515947,-577.53185,-565.39807,-4.4025328
110,Cu,OH,63.546,2,2.033135497,2,17.00734,0.557235582,0.830354446,12.83294974,305.702137,351.9276788,-220.26557,-209.59645,-2.9378728
110,Fe,OH,55.847,3,2.082719303,1,17.00734,0.5015711,0.865116427,12.81906385,350.160864,403.3273258,[],-490.29765,[]
110,Ir,OH,192.22,2,2.192832163,2,17.00734,0.574270619,0.818665534,15.47440355,342.067422,358.6104594,-510.38538,-499.827,-2.8271328
110,Mo,OH,95.94,3,2.173760026,1,17.00734,0.665143049,0.74671596,15.05702249,394.716263,419.5016448,-671.70498,-659.8486,-4.1251328
110,Ni,OH,58.6934,2,1.958607633,2,17.00734,0.575530902,0.817780032,12.66121832,341.123656,395.3595974,-307.56405,-301.45531,1.6225072
110,Pd,OH,106.42,2,2.14541902,2,17.00734,0.523601349,0.851963395,14.04441888,295.541255,325.225375,-307.03722,-296.80451,-2.5014628
110,Pt,OH,195.08,2,2.151293064,2,17.00734,0.5454978,0.838112254,15.30322092,347.832612,366.6883152,-363.48059,-353.2625,-2.4868428
110,Rh,OH,102.9055,2,2.155701678,2,17.00734,0.560301907,0.82828846,14.27542661,315.174607,344.0130115,-417.70036,-407.15308,-2.8160328
110,V,OH,50.9415,3,2.051130854,1,17.00734,0.631971664,0.774991494,13.41942743,431.984253,486.3166287,-559.36386,-546.58636,-5.0462528
110,W,OH,183.85,3,2.154901163,1,17.00734,0.673876092,0.738844377,15.95372325,414.774327,428.2516425,-801.09085,-789.2681,-4.0915028
111,Ag,OH,107.868,3,2.321112741,3,17.00734,0.612801747,0.790236685,15.0278356,277.210224,294.9030221,-178.93781,-168.80985,-2.3967128
111,Al,OH,26.98154,3,2.0779429,3,17.00734,0.530688882,0.8475667,10.07595542,298.029677,387.199324,-236.48534,-225.00988,-3.7442128
111,Au,OH,196.9665,3,2.329813638,3,17.00734,0.555370583,0.831602979,15.66940776,259.894475,270.7627728,-221.07025,-211.42435,-1.9146528
111,Cu,OH,63.546,3,2.046987673,3,17.00734,0.650148139,0.759807474,14.1717718,360.884897,395.3437058,-238.92263,-228.4102,-2.7811828
111,Ir,OH,192.22,3,2.245843426,3,17.00734,0.694249167,0.719734738,16.06971397,342.73771,352.5948903,-552.57231,-542.65627,-2.1847928
111,Ni,OH,58.6934,3,1.981673212,3,17.00734,0.656166066,0.754616521,14.01261458,396.904231,437.264618,-335.36018,-324.5079,-3.1210328
111,Pd,OH,106.42,3,2.177184239,3,17.00734,0.616147715,0.78763062,15.01837215,318.38531,338.8127832,-329.23959,-319.10613,-2.4022128
111,Pt,OH,195.08,3,2.224644501,3,17.00734,0.614220962,0.789134089,15.86197119,323.704561,335.1879808,-392.77804,-383.1712,-1.8755928
111,Rh,OH,102.9055,3,2.18279111,3,17.00734,0.687076538,0.726585047,15.30006525,367.977005,387.9647214,-449.2276,-438.77157,-2.7247828
100,Ag,O,107.868,4,2.275765618,1,15.9994,0.301400049,0.953497777,12.78143853,203.177942,227.3204658,-170.75814,-165.15468,-3.6479376
100,Al,O,26.98154,2,1.761610804,2,15.9994,0.592913334,0.805266278,8.82819243,484.92989,652.8221877,-229.5207,-221.15238,-6.4127976
100,Au,O,196.9665,2,2.046804746,2,15.9994,0.59732732,0.801997551,14.45213226,390.550153,410.9251258,-211.20498,-206.45846,-2.7909976
100,Cr,O,51.996,4,2.071438581,1,15.9994,0.24060939,0.970622028,12.74257614,368.680607,413.1174342,-555.28169,-546.50606,-6.8201076
100,Cu,O,63.546,4,2.010052558,1,15.9994,0.417193036,0.908817898,12.30734348,317.810266,362.3577958,-229.86593,-223.2886,-4.6218076
100,Ir,O,192.22,2,1.939767187,2,15.9994,0.675895141,0.736997801,14.72107264,533.944919,556.6453409,-533.0927,-526.30636,-4.8308176
100,Mo,O,95.94,2,1.950057261,2,15.9994,0.706175723,0.708036615,13.81078083,591.549843,636.6988639,-639.2405,-630.21417,-7.0708076
100,Ni,O,58.6934,4,1.958468371,1,15.9994,0.44477443,0.895642622,12.36122073,371.147159,422.2477149,-324.80508,-317.50829,-5.3412676
100,Pd,O,106.42,4,2.163734194,1,15.9994,0.419035621,0.907969795,13.58988236,304.523653,330.4190136,-319.15846,-313.27311,-3.9298276
100,Pt,O,195.08,2,1.947428972,2,15.9994,0.628582379,0.777743012,14.56757644,480.145504,503.1889111,-379.17946,-373.149,-4.0749376
100,Rh,O,102.9055,4,2.143215603,1,15.9994,0.46484481,0.885392175,13.86362161,374.03906,401.8189893,-434.79278,-427.9503,-4.8869576
100,V,O,50.9415,4,2.057499016,1,15.9994,0.278722463,0.960371693,12.24162653,393.33194,449.6674996,-537.06853,-526.72592,-8.3870876
100,W,O,183.85,2,1.957371449,2,15.9994,0.702596052,0.711588918,14.76936769,611.585793,636.5437893,-758.03603,-748.07192,-8.0085876
110,Ag,O,107.868,2,2.236910515,2,15.9994,0.118653851,0.99293568,13.7681241,242.170449,261.0571601,-158.8381,-153.48222,-3.4003576
110,Al,O,26.98154,2,1.80242206,2,15.9994,0.276720668,0.9609504,5.294205736,210.780483,366.4222494,-221.37439,-213.62586,-5.7930076
110,Au,O,196.9665,2,2.067164077,2,15.9994,0.57513481,0.818058647,14.43077906,379.896196,400.0109723,-198.4335,-193.5769,-2.9010776
110,Cr,O,51.996,3,1.889318448,1,15.9994,0.611975459,0.790876753,12.65142362,518.732858,583.3455744,-576.22083,-565.39807,-8.8672376
110,Cu,O,63.546,2,1.947525852,2,15.9994,0.222730629,0.974880027,12.38421121,289.385888,328.9235901,-215.73598,-209.59645,-4.1840076
110,Fe,O,55.847,3,1.861175086,1,15.9994,0.58174784,0.813369197,12.5987786,415.441703,468.1636775,-498.31467,-490.29765,-6.0614976
110,Ir,O,192.22,2,1.996913113,2,15.9994,0.542449332,0.840088521,14.38166276,430.182682,453.7328475,-506.25166,-499.827,-4.4691376
110,Mo,O,95.94,3,2.067186196,1,15.9994,0.57677562,0.816902616,13.79460106,488.914479,526.5385515,-668.58716,-659.8486,-6.7830376
110,Ni,O,58.6934,2,1.814782006,2,15.9994,0.501629201,0.865082739,11.35576364,369.481183,438.5670517,-307.97991,-301.45531,-4.5690776
110,Pd,O,106.42,2,1.95332994,2,15.9994,0.505479249,0.862838762,12.94285643,389.527727,433.0870102,-302.49418,-296.80451,-3.7341476
110,Pt,O,195.08,2,1.97513671,2,15.9994,0.53928662,0.842122284,14.30922319,444.158201,469.6577624,-359.08681,-353.2625,-3.8687876
110,Rh,O,102.9055,2,1.942060417,2,15.9994,0.517185373,0.855873407,13.03091244,405.531879,449.3548514,-413.54349,-407.15308,-4.4348876
110,V,O,50.9415,3,1.902704579,1,15.9994,0.569156071,0.82222951,12.2178118,495.903425,567.4821957,-556.23575,-546.58636,-7.6938676
110,W,O,183.85,3,2.070385894,1,15.9994,0.603637568,0.797258858,14.86092449,510.861352,530.0684832,-798.14855,-789.2681,-6.9249276
111,Ag,O,107.868,3,2.164596764,3,15.9994,0.549763616,0.835320278,13.86858573,331.978366,356.5706096,-173.9282,-168.80985,-3.1628276
111,Al,O,26.98154,3,1.870082416,3,15.9994,0.413992417,0.91028033,7.815697783,363.701643,520.3711757,-234.09346,-225.00988,-7.1280576
111,Au,O,196.9665,3,2.15117117,3,15.9994,0.468093068,0.883679172,14.38608441,308.939278,325.8019455,-216.32583,-211.42435,-2.9459576
111,Cu,O,63.546,3,1.915329837,3,15.9994,0.597639523,0.801764929,13.08204896,441.274121,488.0029212,-234.57895,-228.4102,-4.2132276
111,Ir,O,192.22,3,2.071789266,3,15.9994,0.63482639,0.772654809,15.01171317,489.043058,504.8749436,-549.01686,-542.65627,-4.4050676
111,Ni,O,58.6934,3,1.850673783,3,15.9994,0.609468448,0.792810324,12.96885946,481.655979,534.9804502,-331.48612,-324.5079,-5.0226976
111,Pd,O,106.42,3,2.003370361,3,15.9994,0.549477764,0.835508341,13.8305698,410.135745,441.1227267,-325.25466,-319.10613,-4.1930076
111,Pt,O,195.08,3,2.060815577,3,15.9994,0.550995025,0.834508527,14.75199081,420.573485,437.9942617,-388.95398,-383.1712,-3.8272576
111,Rh,O,102.9055,3,2.013777204,3,15.9994,0.629105801,0.777319684,14.21482946,476.702487,505.7413215,-445.48308,-438.77157,-4.7559876
